defect_id,model,run,test_case,case_kind,reached_patch_any,reached_patch_lastentry,lines_any,lines_lastentry,ran,timed_out
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseWithSubcommand,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseWithUnmetRequirements,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.CallbackCalledOncePerSection,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.DoubleDashInOptionNotSectionClose,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.EmptyOptionNameNotSectionClose,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.MultipleSectionClose,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.RequirementsProcessedWithNoOptions,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.SectionCloseAfterPositionalArgs,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.SectionCloseNoCallbackWhenNoParseCompleteCallback,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.SectionCloseNoCallbackWhenNotConfigurable,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.SectionCloseTriggersCallbacks,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.SectionCloseTriggersExclusiveOptionCheck,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.SectionCloseTriggersRequirements,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.SectionCloseWithNoPrecedingOptions,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.SectionCloseWithRemainingArgs,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,3,AppSectionCloseTest.SectionCloseWithSubcommand,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.CallbackCalledWithUnparsedAfterDashDash,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.CallbackNotCalledOnErrorBeforeDashDash,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashEmptyArgsList,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashMultipleTimesIgnored,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashOnly,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashWithConfigurableAndCallbackCalled,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashWithMixedOptionsAndPositionalArguments,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashWithPositionalArgumentsAfter,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashWithSubcommandAndMainAppCallbackCalled,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashWithSubcommandNoCallbackCalledOnMainApp,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashWithoutCallbackSetNoCallbackCalled,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.DashDashWithoutConfigurableNoCallbackCalled,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.NoDashDashNoCallbackCalled,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.OtherCallbacksProcessed,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.RequirementsProcessedOnDashDash,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,AppParseCompleteCallbackTest.SubcommandWithItsOwnParseCompleteCallback,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,1,CLI11SectionCloseTest.DoubleDashDoesNotTriggerCallbackForNonConfigurableApp,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,1,CLI11SectionCloseTest.DoubleDashTriggersImmediateCallbackForConfigurableApp,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,1,CLI11SectionCloseTest.DoubleDashWithoutRegisteredCallbackIsAcceptedForConfigurableApp,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,1,CLI11SectionCloseTest.EmptySectionCloseOnlyStillRunsCallbackForConfigurableApp,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,1,CLI11SectionCloseTest.MultipleSectionClosesTriggerCallbackEachTimeForConfigurableApp,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,1,CLI11SectionCloseTest.RequirementsAreProcessedAtSectionClose,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,2,CLI11SectionCloseTest.CallbackCanObserveParsedValuesBeforeSectionClose,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,2,CLI11SectionCloseTest.EmptySectionCloseStillRunsCallbackWhenEnabled,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,2,CLI11SectionCloseTest.MultipleSectionClosesRunCallbackEachTimeEncountered,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,2,CLI11SectionCloseTest.SectionCloseDoesNotRunCallbackWhenNotConfigurable,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,2,CLI11SectionCloseTest.SectionCloseDoesNotRunCallbackWithoutSectionCloseToken,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,2,CLI11SectionCloseTest.SectionCloseProcessesRequirementsBeforeRunningCallback,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,2,CLI11SectionCloseTest.SectionCloseRunsCallbackWhenConfigurableAndCallbackExists,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,3,AppSectionCloseTest.DoubleDashDoesNotTriggerParseCompleteCallbackWhenNotConfigurable,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,3,AppSectionCloseTest.DoubleDashProcessesRequirementsAtSectionClose,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,3,AppSectionCloseTest.DoubleDashRunsCallbackEarlyEnoughToObservePreSectionState,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,3,AppSectionCloseTest.DoubleDashTriggersCallbackAndParsesFollowingPositionalWhenConfigurable,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,3,AppSectionCloseTest.DoubleDashWithoutRegisteredParseCompleteCallbackStillParsesSuccessfully,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,3,AppSectionCloseTest.LoneDoubleDashTriggersCallbackWhenConfigurableAndCallbackPresent,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,3,AppSectionCloseTest.NoDoubleDashDoesNotInvokeParseCompleteCallbackDuringParse,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,gpt-5.4-or,3,AppSectionCloseTest.ParseCompleteCallbackExceptionPropagatesAtSectionClose,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,qwen3-coder,3,AppSectionCloseTest.MultipleSectionClose,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,qwen3-coder,3,AppSectionCloseTest.NormalSectionClose,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,qwen3-coder,3,AppSectionCloseTest.SectionCloseAtEnd,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,qwen3-coder,3,AppSectionCloseTest.SectionCloseWithNoArgs,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,qwen3-coder,3,AppSectionCloseTest.SectionCloseWithRequirements,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,qwen3-coder,3,AppSectionCloseTest.SectionCloseWithValidRequirements,invalid,False,False,,,True,False
