defect_id,model,run,source,coder1,coder2,agree,final_after_adjudication,group,group_lastentry_rule,note,n_cases,n_valid,n_invalid,n_flaky,suite_reached_any,suite_reached_lastentry,suite_lines_any,suite_lines_lastentry,recorded_lines,reproduces_recorded,n_multi_entry_lines,n_valid_reaching,n_invalid_reaching,n_valid_reaching_lastentry,valid_reaching,invalid_reaching
CLIUtils___CLI11@de215ef978,deepseek-chat,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,14,7,7,0,False,False,,,,True,0,0,0,0,,
CLIUtils___CLI11@de215ef978,gemini-2.5-flash,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,16,2,14,0,False,False,,,,True,0,0,0,0,,
CLIUtils___CLI11@de215ef978,gpt-5.4-or,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,6,2,4,0,False,False,,,,True,0,0,0,0,,
CLIUtils___CLI11@de215ef978,gpt-5.4-or,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,7,1,6,0,False,False,,,,True,0,0,0,0,,
CLIUtils___CLI11@de215ef978,gpt-5.4-or,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,8,1,7,0,False,False,,,,True,0,0,0,0,,
CLIUtils___CLI11@de215ef978,qwen3-coder,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,8,2,6,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@279d698e1b,deepseek-chat,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,13,4,9,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@279d698e1b,gemini-2.5-flash,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,13,9,4,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@279d698e1b,gemini-2.5-flash,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,34,28,6,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@279d698e1b,gemini-2.5-flash,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,13,8,5,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@279d698e1b,gpt-5.4-or,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,16,15,1,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@279d698e1b,gpt-5.4-or,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,12,12,0,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@279d698e1b,gpt-5.4-or,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,16,10,6,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@279d698e1b,qwen3-coder,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,0,0,3,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@279d698e1b,qwen3-coder,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,6,2,4,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@2b7a146fa1,deepseek-chat,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,16,8,8,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@2b7a146fa1,deepseek-chat,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,11,2,9,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@2b7a146fa1,gemini-2.5-flash,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,8,2,6,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@2b7a146fa1,gemini-2.5-flash,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,12,4,8,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@2b7a146fa1,gpt-5.4-or,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,10,2,8,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@2b7a146fa1,gpt-5.4-or,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,11,2,9,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@2b7a146fa1,gpt-5.4-or,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,11,4,7,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@2b7a146fa1,qwen3-coder,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,12,4,8,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@6b7bfed40c,deepseek-chat,1,not_reached,,,,,A,D,,22,18,4,0,True,False,2334 2335 2336 2337 2338,,,True,5,8,1,0,FormatFocalTest.ExponentBoundaryNearZero; FormatFocalTest.LargePositiveExponent; FormatFocalTest.LargePrecision; FormatFocalTest.PositiveExponent; FormatFocalTest.RoundingBehavior; FormatFocalTest.ShiftOperations; FormatFocalTest.SignFormatting; FormatFocalTest.VariousDecimalExponents,FormatFocalTest.FillAndAlignment
fmtlib___fmt@6b7bfed40c,deepseek-chat,2,not_reached,,,,,A,D,,29,19,10,0,True,False,2336,,,True,1,1,0,0,DecimalExponentTest.FixedNotationPositive,
fmtlib___fmt@6b7bfed40c,deepseek-chat,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,15,13,2,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@6b7bfed40c,gemini-2.5-flash,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,5,2,3,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@6b7bfed40c,gemini-2.5-flash,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,16,9,7,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@6b7bfed40c,gemini-2.5-flash,3,not_reached,,,,,B,D,only invalid/flaky cases reach the patched region,6,5,1,0,True,False,2334 2335,,,True,2,0,1,0,,FmtInternalPow10Test.EdgeCasesAndBoundaries
fmtlib___fmt@6b7bfed40c,gpt-5.4-or,1,not_reached,,,,,A,D,,13,11,2,0,True,False,2336 2337 2338,,,True,3,1,0,0,FmtFormatInl_PublicAPI_FloatingPoint.NegativeExponentRoundingBoundaries,
fmtlib___fmt@6b7bfed40c,gpt-5.4-or,2,not_reached,,,,,A,D,,11,9,2,0,True,False,2336 2337 2338,,,True,3,1,1,0,FmtFormatInlFloatingPointPublicApiTest.GeneralFormatChoosesExpectedRepresentationNearExponentThresholds,FmtFormatInlFloatingPointPublicApiTest.RoundingAtHalfwayCasesAroundNegativePowersOfTen
fmtlib___fmt@6b7bfed40c,gpt-5.4-or,3,not_reached,,,,,A,D,,14,14,0,0,True,False,2336 2337 2338,,,True,3,1,0,0,FmtFormatFloatNegativeExponentTest.RoundsCorrectlyAtFractionalHalfwayBoundariesFixed,
fmtlib___fmt@6b7bfed40c,qwen3-coder,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,6,5,1,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@6b7bfed40c,qwen3-coder,2,not_reached,,,,,B,D,only invalid/flaky cases reach the patched region,6,1,5,0,True,False,2336,,,True,1,0,1,0,,FmtFormatTest.FormatWithPrecision
fmtlib___fmt@6b7bfed40c,qwen3-coder,3,not_reached,,,,,B,D,only invalid/flaky cases reach the patched region,3,1,2,0,True,False,2334 2335 2336,,,True,3,0,2,0,,FmtFormatTest.FormatDoubleEdgeCases; FmtFormatTest.FormatDoublePrecision
fmtlib___fmt@96c18b26c2,gpt-5.4-or,1,not_reached,,,,,A,D,,12,2,10,0,True,False,258 259 260 261,,,True,5,2,10,0,PrintfCharFormattingTest.SignFlagsAreIgnoredForChar; PrintfCharFormattingTest.WideCharacterLikeBoundaryByteValueFormatsAsSingleChar,PrintfCharFormattingTest.AlternateFormFlagIsIgnoredForChar; PrintfCharFormattingTest.CombinationOfIgnoredFlagsStillFormatsAsCharacter; PrintfCharFormattingTest.IntegerWithCSpecifierFormatsAsCharacter; PrintfCharFormattingTest.LeftAlignmentOverridesZeroFlagForChar; PrintfCharFormattingTest.NoUnexpectedZerosAppearWhenZeroFlagUsedWithChar; PrintfCharFormattingTest.NullCharacterIsHandledWithWidthAndPreservesSize; PrintfCharFormattingTest.SignedCharUsesCharacterFormattingNotNumericFormatting; PrintfCharFormattingTest.UnsignedCharUsesCharacterFormattingNotNumericFormatting; PrintfCharFormattingTest.ZeroFlagIsIgnoredForCharAndUsesRightAlignment; PrintfCharFormattingTest.ZeroFlagWithExplicitWidthOneDoesNotPadChar
fmtlib___fmt@c04fb91b03,deepseek-chat,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,22,17,5,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c04fb91b03,deepseek-chat,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,27,23,4,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c04fb91b03,qwen3-coder,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,17,11,6,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c04fb91b03,qwen3-coder,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,8,7,1,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,deepseek-chat,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,28,5,23,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,deepseek-chat,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,0,0,2,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,deepseek-chat,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,0,0,4,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,gemini-2.5-flash,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,9,3,6,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,gpt-5.4-or,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,0,0,4,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,gpt-5.4-or,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,0,0,1,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,gpt-5.4-or,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,0,0,8,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,qwen3-coder,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,12,3,9,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,qwen3-coder,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,9,6,3,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@c1d430e61a,qwen3-coder,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,12,10,2,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@cd7202e039,gpt-5.4-or,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,14,5,9,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@cd7202e039,qwen3-coder,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,1,1,0,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@cd7202e039,qwen3-coder,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,3,3,0,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@e6b37b4aff,deepseek-chat,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,15,15,0,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@e6b37b4aff,gemini-2.5-flash,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,9,9,0,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@e6b37b4aff,gemini-2.5-flash,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,10,10,0,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@e6b37b4aff,gemini-2.5-flash,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,15,9,6,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@e6b37b4aff,qwen3-coder,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,12,12,0,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@e6b37b4aff,qwen3-coder,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,11,9,2,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@e6b37b4aff,qwen3-coder,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,14,10,4,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@fc6e0fe992,deepseek-chat,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,34,31,3,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@fc6e0fe992,deepseek-chat,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,24,22,2,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@fc6e0fe992,gemini-2.5-flash,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,11,11,0,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@fc6e0fe992,gemini-2.5-flash,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,11,2,9,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@fc6e0fe992,qwen3-coder,1,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,10,7,3,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@fc6e0fe992,qwen3-coder,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,11,10,1,0,False,False,,,,True,0,0,0,0,,
fmtlib___fmt@fc6e0fe992,qwen3-coder,3,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,11,8,3,0,False,False,,,,True,0,0,0,0,,
skypjack___entt@cf0da32fd0,qwen3-coder,2,not_reached,,,,,D,D,whole-suite run did not reproduce the recorded reach,5,5,0,0,False,False,,,,True,0,0,0,0,,
