defect_id,model,run,gpp,clang,clang_err
CLIUtils___CLI11@dcbcb4721d,qwen3-coder,3,True,True,""
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,1,True,True,""
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,2,True,True,""
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,3,True,True,""
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,1,True,True,""
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,2,True,True,""
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/CLIUtils___CLI11@dcbcb4721d/gpt-5.4-or/run3/test.cpp:11:35: error: too many arguments to function call, expected"
fmtlib___fmt@6a13464059,gemini-2.5-flash,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@6a13464059/gemini-2.5-flash/run1/test.cpp:139:25: error: integer literal is too large to be represe"
fmtlib___fmt@6a13464059,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@6a13464059/gemini-2.5-flash/run2/test.cpp:133:22: error: expected ';' at end of declaration"
fmtlib___fmt@6a13464059,gemini-2.5-flash,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@6a13464059/gemini-2.5-flash/run3/test.cpp:10:38: error: only virtual member functions can be marked"
fmtlib___fmt@6a13464059,qwen3-coder,1,True,True,""
fmtlib___fmt@6a13464059,qwen3-coder,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@6a13464059/qwen3-coder/run2/test.cpp:17:21: warning: ignoring return value of function declared wit"
fmtlib___fmt@6a13464059,qwen3-coder,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@6a13464059/qwen3-coder/run3/test.cpp:17:24: error: constexpr function never produces a constant exp"
fmtlib___fmt@6a13464059,deepseek-chat,1,True,True,""
fmtlib___fmt@6a13464059,deepseek-chat,2,True,True,""
fmtlib___fmt@6a13464059,deepseek-chat,3,True,True,""
fmtlib___fmt@6a13464059,gpt-5.4-or,1,True,True,""
fmtlib___fmt@6a13464059,gpt-5.4-or,2,True,True,""
fmtlib___fmt@6a13464059,gpt-5.4-or,3,True,True,""
fmtlib___fmt@611cf0b3c6,gemini-2.5-flash,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@611cf0b3c6/gemini-2.5-flash/run1/test.cpp:1:1: error: expected unqualified-id"
fmtlib___fmt@611cf0b3c6,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@611cf0b3c6/gemini-2.5-flash/run2/test.cpp:7:27: error: no member named 'runtime' in namespace 'fmt'"
fmtlib___fmt@611cf0b3c6,gemini-2.5-flash,3,True,True,""
fmtlib___fmt@611cf0b3c6,qwen3-coder,1,True,True,""
fmtlib___fmt@611cf0b3c6,qwen3-coder,2,True,True,""
fmtlib___fmt@611cf0b3c6,qwen3-coder,3,True,True,""
fmtlib___fmt@611cf0b3c6,deepseek-chat,1,True,True,""
fmtlib___fmt@611cf0b3c6,deepseek-chat,2,True,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@611cf0b3c6/deepseek-chat/run2/test.cpp:12:30: error: 'auto' not allowed in function prototype"
fmtlib___fmt@611cf0b3c6,deepseek-chat,3,True,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@611cf0b3c6/deepseek-chat/run3/test.cpp:10:56: error: 'auto' not allowed in function prototype"
fmtlib___fmt@611cf0b3c6,gpt-5.4-or,1,True,True,""
fmtlib___fmt@611cf0b3c6,gpt-5.4-or,2,True,True,""
fmtlib___fmt@611cf0b3c6,gpt-5.4-or,3,True,True,""
fmtlib___fmt@287eaab3b2,gemini-2.5-flash,1,True,True,""
fmtlib___fmt@287eaab3b2,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@287eaab3b2/gemini-2.5-flash/run2/test.cpp:9:25: error: no member named 'appender' in namespace 'fmt"
fmtlib___fmt@287eaab3b2,gemini-2.5-flash,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@287eaab3b2/gemini-2.5-flash/run3/test.cpp:1:1: error: expected unqualified-id"
fmtlib___fmt@287eaab3b2,qwen3-coder,1,True,True,""
fmtlib___fmt@287eaab3b2,qwen3-coder,2,True,True,""
fmtlib___fmt@287eaab3b2,qwen3-coder,3,True,True,""
fmtlib___fmt@287eaab3b2,deepseek-chat,1,True,True,""
fmtlib___fmt@287eaab3b2,deepseek-chat,2,True,True,""
fmtlib___fmt@287eaab3b2,deepseek-chat,3,True,True,""
fmtlib___fmt@287eaab3b2,gpt-5.4-or,1,True,True,""
fmtlib___fmt@287eaab3b2,gpt-5.4-or,2,True,True,""
fmtlib___fmt@287eaab3b2,gpt-5.4-or,3,True,True,""
fmtlib___fmt@0cc73ebf79,gemini-2.5-flash,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@0cc73ebf79/gemini-2.5-flash/run1/test.cpp:25:19: error: 'values_' declared as an array with a negat"
fmtlib___fmt@0cc73ebf79,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@0cc73ebf79/gemini-2.5-flash/run2/test.cpp:82:62: error: no type named 'format_error' in namespace '"
fmtlib___fmt@0cc73ebf79,gemini-2.5-flash,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@0cc73ebf79/gemini-2.5-flash/run3/test.cpp:44:27: error: no matching member function for call to 'ge"
fmtlib___fmt@0cc73ebf79,qwen3-coder,1,True,True,""
fmtlib___fmt@0cc73ebf79,qwen3-coder,2,True,True,""
fmtlib___fmt@0cc73ebf79,qwen3-coder,3,True,True,""
fmtlib___fmt@0cc73ebf79,deepseek-chat,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@0cc73ebf79/deepseek-chat/run1/test.cpp:49:23: error: no type named 'format_error' in namespace 'fmt"
fmtlib___fmt@0cc73ebf79,deepseek-chat,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@0cc73ebf79/deepseek-chat/run2/test.cpp:49:23: error: no type named 'format_error' in namespace 'fmt"
fmtlib___fmt@0cc73ebf79,deepseek-chat,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@0cc73ebf79/deepseek-chat/run3/test.cpp:36:23: error: no type named 'format_error' in namespace 'fmt"
fmtlib___fmt@0cc73ebf79,gpt-5.4-or,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@0cc73ebf79/gpt-5.4-or/run1/test.cpp:41:21: error: variable of non-literal type 'std::string' (aka '"
fmtlib___fmt@0cc73ebf79,gpt-5.4-or,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@0cc73ebf79/gpt-5.4-or/run2/test.cpp:11:18: error: no member named 'get_id' in 'fmt::format_arg_stor"
fmtlib___fmt@0cc73ebf79,gpt-5.4-or,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@0cc73ebf79/gpt-5.4-or/run3/test.cpp:11:12: error: no member named 'format_arg' in namespace 'fmt'; "
fmtlib___fmt@fc6e0fe992,gemini-2.5-flash,1,True,True,""
fmtlib___fmt@fc6e0fe992,gemini-2.5-flash,2,True,True,""
fmtlib___fmt@fc6e0fe992,gemini-2.5-flash,3,True,True,""
fmtlib___fmt@fc6e0fe992,qwen3-coder,1,True,True,""
fmtlib___fmt@fc6e0fe992,qwen3-coder,2,True,True,""
fmtlib___fmt@fc6e0fe992,qwen3-coder,3,True,True,""
fmtlib___fmt@fc6e0fe992,deepseek-chat,1,True,True,""
fmtlib___fmt@fc6e0fe992,deepseek-chat,2,True,True,""
fmtlib___fmt@fc6e0fe992,deepseek-chat,3,True,True,""
fmtlib___fmt@fc6e0fe992,gpt-5.4-or,1,True,True,""
fmtlib___fmt@fc6e0fe992,gpt-5.4-or,2,True,True,""
fmtlib___fmt@fc6e0fe992,gpt-5.4-or,3,True,True,""
fmtlib___fmt@96c18b26c2,gemini-2.5-flash,1,True,True,""
fmtlib___fmt@96c18b26c2,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@96c18b26c2/gemini-2.5-flash/run2/test.cpp:1:1: error: expected unqualified-id"
fmtlib___fmt@96c18b26c2,gemini-2.5-flash,3,True,True,""
fmtlib___fmt@96c18b26c2,qwen3-coder,1,True,True,""
fmtlib___fmt@96c18b26c2,qwen3-coder,2,True,True,""
fmtlib___fmt@96c18b26c2,qwen3-coder,3,True,True,""
fmtlib___fmt@96c18b26c2,deepseek-chat,1,True,True,""
fmtlib___fmt@96c18b26c2,deepseek-chat,2,True,True,""
fmtlib___fmt@96c18b26c2,deepseek-chat,3,True,True,""
fmtlib___fmt@96c18b26c2,gpt-5.4-or,1,True,True,""
fmtlib___fmt@96c18b26c2,gpt-5.4-or,2,True,True,""
fmtlib___fmt@96c18b26c2,gpt-5.4-or,3,True,True,""
fmtlib___fmt@279d698e1b,gemini-2.5-flash,1,True,True,""
fmtlib___fmt@279d698e1b,gemini-2.5-flash,2,True,True,""
fmtlib___fmt@279d698e1b,gemini-2.5-flash,3,True,True,""
fmtlib___fmt@279d698e1b,qwen3-coder,1,True,True,""
fmtlib___fmt@279d698e1b,qwen3-coder,2,True,True,""
fmtlib___fmt@279d698e1b,qwen3-coder,3,True,True,""
fmtlib___fmt@279d698e1b,deepseek-chat,1,True,True,""
fmtlib___fmt@279d698e1b,deepseek-chat,2,True,True,""
fmtlib___fmt@279d698e1b,deepseek-chat,3,True,True,""
fmtlib___fmt@279d698e1b,gpt-5.4-or,1,True,True,""
fmtlib___fmt@279d698e1b,gpt-5.4-or,2,True,True,""
fmtlib___fmt@279d698e1b,gpt-5.4-or,3,True,True,""
fmtlib___fmt@c1d430e61a,gemini-2.5-flash,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@c1d430e61a/gemini-2.5-flash/run1/test.cpp:15:23: error: no matching constructor for initialization "
fmtlib___fmt@c1d430e61a,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@c1d430e61a/gemini-2.5-flash/run2/test.cpp:8:25: error: no type named 'appender' in namespace 'fmt'"
fmtlib___fmt@c1d430e61a,gemini-2.5-flash,3,True,True,""
fmtlib___fmt@c1d430e61a,qwen3-coder,1,True,True,""
fmtlib___fmt@c1d430e61a,qwen3-coder,2,True,True,""
fmtlib___fmt@c1d430e61a,qwen3-coder,3,True,True,""
fmtlib___fmt@c1d430e61a,deepseek-chat,1,True,True,""
fmtlib___fmt@c1d430e61a,deepseek-chat,2,True,True,""
fmtlib___fmt@c1d430e61a,deepseek-chat,3,True,True,""
fmtlib___fmt@c1d430e61a,gpt-5.4-or,1,True,True,""
fmtlib___fmt@c1d430e61a,gpt-5.4-or,2,True,True,""
fmtlib___fmt@c1d430e61a,gpt-5.4-or,3,True,True,""
fmtlib___fmt@cd7202e039,gemini-2.5-flash,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@cd7202e039/gemini-2.5-flash/run1/test.cpp:171:13: error: no matching function for call to 'format'"
fmtlib___fmt@cd7202e039,gemini-2.5-flash,2,True,True,""
fmtlib___fmt@cd7202e039,gemini-2.5-flash,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@cd7202e039/gemini-2.5-flash/run3/test.cpp:1:1: error: expected unqualified-id"
fmtlib___fmt@cd7202e039,qwen3-coder,1,True,True,""
fmtlib___fmt@cd7202e039,qwen3-coder,2,True,True,""
fmtlib___fmt@cd7202e039,qwen3-coder,3,True,True,""
fmtlib___fmt@cd7202e039,deepseek-chat,1,True,True,""
fmtlib___fmt@cd7202e039,deepseek-chat,2,True,True,""
fmtlib___fmt@cd7202e039,deepseek-chat,3,True,True,""
fmtlib___fmt@cd7202e039,gpt-5.4-or,1,True,True,""
fmtlib___fmt@cd7202e039,gpt-5.4-or,2,True,True,""
fmtlib___fmt@cd7202e039,gpt-5.4-or,3,True,True,""
fmtlib___fmt@971fb584c3,gemini-2.5-flash,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@971fb584c3/gemini-2.5-flash/run1/test.cpp:8:6: error: no template named 'basic_format_arg' in names"
fmtlib___fmt@971fb584c3,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@971fb584c3/gemini-2.5-flash/run2/test.cpp:3:10: fatal error: 'fmt/compile.h' file not found"
fmtlib___fmt@971fb584c3,gemini-2.5-flash,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@971fb584c3/gemini-2.5-flash/run3/test.cpp:7:6: error: no template named 'basic_format_arg' in names"
fmtlib___fmt@971fb584c3,qwen3-coder,1,True,True,""
fmtlib___fmt@971fb584c3,qwen3-coder,2,True,True,""
fmtlib___fmt@971fb584c3,qwen3-coder,3,True,True,""
fmtlib___fmt@971fb584c3,deepseek-chat,1,False,False,"In file included from /home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@971fb584c3/deepseek-chat/run1/test.cpp:1:"
fmtlib___fmt@971fb584c3,deepseek-chat,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@971fb584c3/deepseek-chat/run2/test.cpp:19:33: error: no member named 'format_context' in namespace "
fmtlib___fmt@971fb584c3,deepseek-chat,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@971fb584c3/deepseek-chat/run3/test.cpp:12:22: error: no member named 'make_format_args' in namespac"
fmtlib___fmt@971fb584c3,gpt-5.4-or,1,True,True,""
fmtlib___fmt@971fb584c3,gpt-5.4-or,2,True,True,""
fmtlib___fmt@971fb584c3,gpt-5.4-or,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@971fb584c3/gpt-5.4-or/run3/test.cpp:36:41: error: no member named 'runtime' in namespace 'fmt'"
fmtlib___fmt@e6b37b4aff,gemini-2.5-flash,1,True,True,""
fmtlib___fmt@e6b37b4aff,gemini-2.5-flash,2,True,True,""
fmtlib___fmt@e6b37b4aff,gemini-2.5-flash,3,True,True,""
fmtlib___fmt@e6b37b4aff,qwen3-coder,1,True,True,""
fmtlib___fmt@e6b37b4aff,qwen3-coder,2,True,True,""
fmtlib___fmt@e6b37b4aff,qwen3-coder,3,True,True,""
fmtlib___fmt@e6b37b4aff,deepseek-chat,1,True,True,""
fmtlib___fmt@e6b37b4aff,deepseek-chat,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@e6b37b4aff/deepseek-chat/run2/test.cpp:10:31: error: no member named 'detail' in namespace 'fmt'"
fmtlib___fmt@e6b37b4aff,deepseek-chat,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@e6b37b4aff/deepseek-chat/run3/test.cpp:10:26: error: no member named 'detail' in namespace 'fmt'"
fmtlib___fmt@e6b37b4aff,gpt-5.4-or,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@e6b37b4aff/gpt-5.4-or/run1/test.cpp:4:10: fatal error: 'fmt/xchar.h' file not found"
fmtlib___fmt@e6b37b4aff,gpt-5.4-or,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@e6b37b4aff/gpt-5.4-or/run2/test.cpp:4:10: fatal error: 'fmt/xchar.h' file not found"
fmtlib___fmt@e6b37b4aff,gpt-5.4-or,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@e6b37b4aff/gpt-5.4-or/run3/test.cpp:13:15: error: no member named 'detail' in namespace 'fmt'"
fmtlib___fmt@6b7bfed40c,gemini-2.5-flash,1,True,True,""
fmtlib___fmt@6b7bfed40c,gemini-2.5-flash,2,True,True,""
fmtlib___fmt@6b7bfed40c,gemini-2.5-flash,3,True,True,""
fmtlib___fmt@6b7bfed40c,qwen3-coder,1,True,True,""
fmtlib___fmt@6b7bfed40c,qwen3-coder,2,True,True,""
fmtlib___fmt@6b7bfed40c,qwen3-coder,3,True,True,""
fmtlib___fmt@6b7bfed40c,deepseek-chat,1,True,True,""
fmtlib___fmt@6b7bfed40c,deepseek-chat,2,True,True,""
fmtlib___fmt@6b7bfed40c,deepseek-chat,3,True,True,""
fmtlib___fmt@6b7bfed40c,gpt-5.4-or,1,True,True,""
fmtlib___fmt@6b7bfed40c,gpt-5.4-or,2,True,True,""
fmtlib___fmt@6b7bfed40c,gpt-5.4-or,3,True,True,""
fmtlib___fmt@c04fb91b03,gemini-2.5-flash,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@c04fb91b03/gemini-2.5-flash/run1/test.cpp:7:27: error: no member named 'runtime' in namespace 'fmt'"
fmtlib___fmt@c04fb91b03,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@c04fb91b03/gemini-2.5-flash/run2/test.cpp:92:47: error: no member named 'Value3' in 'AnotherEnum'"
fmtlib___fmt@c04fb91b03,gemini-2.5-flash,3,True,True,""
fmtlib___fmt@c04fb91b03,qwen3-coder,1,False,False,"In file included from /home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@c04fb91b03/qwen3-coder/run1/test.cpp:2:"
fmtlib___fmt@c04fb91b03,qwen3-coder,2,True,True,""
fmtlib___fmt@c04fb91b03,qwen3-coder,3,True,True,""
fmtlib___fmt@c04fb91b03,deepseek-chat,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@c04fb91b03/deepseek-chat/run1/test.cpp:14:8: error: no template named 'format_enum'; did you mean '"
fmtlib___fmt@c04fb91b03,deepseek-chat,2,True,True,""
fmtlib___fmt@c04fb91b03,deepseek-chat,3,True,True,""
fmtlib___fmt@c04fb91b03,gpt-5.4-or,1,False,False,"In file included from /home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@c04fb91b03/gpt-5.4-or/run1/test.cpp:1:"
fmtlib___fmt@c04fb91b03,gpt-5.4-or,2,False,False,"In file included from /home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@c04fb91b03/gpt-5.4-or/run2/test.cpp:3:"
fmtlib___fmt@c04fb91b03,gpt-5.4-or,3,False,False,"In file included from /home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@c04fb91b03/gpt-5.4-or/run3/test.cpp:3:"
fmtlib___fmt@2b7a146fa1,gemini-2.5-flash,1,True,True,""
fmtlib___fmt@2b7a146fa1,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@2b7a146fa1/gemini-2.5-flash/run2/test.cpp:14:12: error: redefinition of 'count_digits'"
fmtlib___fmt@2b7a146fa1,gemini-2.5-flash,3,True,True,""
fmtlib___fmt@2b7a146fa1,qwen3-coder,1,True,True,""
fmtlib___fmt@2b7a146fa1,qwen3-coder,2,True,True,""
fmtlib___fmt@2b7a146fa1,qwen3-coder,3,True,True,""
fmtlib___fmt@2b7a146fa1,deepseek-chat,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/fmtlib___fmt@2b7a146fa1/deepseek-chat/run1/test.cpp:32:15: error: no matching function for call to 'format'"
fmtlib___fmt@2b7a146fa1,deepseek-chat,2,True,True,""
fmtlib___fmt@2b7a146fa1,deepseek-chat,3,True,True,""
fmtlib___fmt@2b7a146fa1,gpt-5.4-or,1,True,True,""
fmtlib___fmt@2b7a146fa1,gpt-5.4-or,2,True,True,""
fmtlib___fmt@2b7a146fa1,gpt-5.4-or,3,True,True,""
skypjack___entt@cf0da32fd0,gemini-2.5-flash,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@cf0da32fd0/gemini-2.5-flash/run1/test.cpp:22:23: error: no matching literal operator for call to"
skypjack___entt@cf0da32fd0,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@cf0da32fd0/gemini-2.5-flash/run2/test.cpp:1:1: error: expected unqualified-id"
skypjack___entt@cf0da32fd0,gemini-2.5-flash,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@cf0da32fd0/gemini-2.5-flash/run3/test.cpp:1:1: error: expected unqualified-id"
skypjack___entt@cf0da32fd0,qwen3-coder,1,True,True,""
skypjack___entt@cf0da32fd0,qwen3-coder,2,True,True,""
skypjack___entt@cf0da32fd0,qwen3-coder,3,True,True,""
skypjack___entt@cf0da32fd0,deepseek-chat,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@cf0da32fd0/deepseek-chat/run1/test.cpp:14:24: error: no matching literal operator for call to 'o"
skypjack___entt@cf0da32fd0,deepseek-chat,2,True,True,""
skypjack___entt@cf0da32fd0,deepseek-chat,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@cf0da32fd0/deepseek-chat/run3/test.cpp:14:24: error: no matching literal operator for call to 'o"
skypjack___entt@cf0da32fd0,gpt-5.4-or,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@cf0da32fd0/gpt-5.4-or/run1/test.cpp:22:23: error: 'Type' does not refer to a value"
skypjack___entt@cf0da32fd0,gpt-5.4-or,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@cf0da32fd0/gpt-5.4-or/run2/test.cpp:33:11: error: no member named 'meta_factory' in namespace 'e"
skypjack___entt@cf0da32fd0,gpt-5.4-or,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@cf0da32fd0/gpt-5.4-or/run3/test.cpp:22:72: error: no matching literal operator for call to 'oper"
skypjack___entt@ad5bb5198b,gemini-2.5-flash,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@ad5bb5198b/gemini-2.5-flash/run1/test.cpp:35:25: error: no member named 'meta_container_traits' "
skypjack___entt@ad5bb5198b,gemini-2.5-flash,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@ad5bb5198b/gemini-2.5-flash/run2/test.cpp:32:22: error: no member named 'ctor' in namespace 'ent"
skypjack___entt@ad5bb5198b,gemini-2.5-flash,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@ad5bb5198b/gemini-2.5-flash/run3/test.cpp:26:30: error: 'key_only_container' is a private member"
skypjack___entt@ad5bb5198b,qwen3-coder,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@ad5bb5198b/qwen3-coder/run1/test.cpp:14:26: error: 'key_only_container' is a private member of '"
skypjack___entt@ad5bb5198b,qwen3-coder,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@ad5bb5198b/qwen3-coder/run2/test.cpp:14:26: error: 'key_only_container' is a private member of '"
skypjack___entt@ad5bb5198b,qwen3-coder,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@ad5bb5198b/qwen3-coder/run3/test.cpp:14:26: error: 'key_only_container' is a private member of '"
skypjack___entt@ad5bb5198b,deepseek-chat,1,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@ad5bb5198b/deepseek-chat/run1/test.cpp:22:22: error: 'key_only_container' is a private member of"
skypjack___entt@ad5bb5198b,deepseek-chat,2,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@ad5bb5198b/deepseek-chat/run2/test.cpp:28:32: error: 'key_only_container' is a private member of"
skypjack___entt@ad5bb5198b,deepseek-chat,3,False,False,"/home/truclinh/Thesis/kse2026/artifact/data/raw/skypjack___entt@ad5bb5198b/deepseek-chat/run3/test.cpp:33:28: error: 'key_only_container' is a private member of"
